iteration,taxid,set,LatestSppName
1,1972618,train,Landjia hapavirus
1,10325,train,Macacine alphaherpesvirus 1
1,3052307,train,Guanarito mammarenavirus
1,10385,train,Bovine gammaherpesvirus 4
1,3052221,train,Cedar henipavirus
1,55987,train,Salmon isavirus
1,11307,train,Sonchus yellow net nucleorhabdovirus
1,2502000,train,Thetaarterivirus mikelba 1
1,56144,train,Deltapapillomavirus 3
1,1978546,test,Kolente ledantevirus
1,369960,train,Porcine type-C oncovirus
1,1330068,train,Cadicivirus A
1,337052,train,Deltapapillomavirus 4
1,3052606,train,Pegivirus H
1,205899,train,Cypovirus 5
1,3052767,train,Maize stripe tenuivirus
1,2499930,train,Betaarterivirus chinrav 1
1,57747,train,Aquareovirus B
1,1297661,train,Munia coronavirus HKU13
1,3052620,test,Pestivirus H
1,1972596,train,Koolpinyah ephemerovirus
1,3052243,train,Tai herbevirus
1,3052269,train,Jonchet jonvirus
1,10989,train,Maize rough dwarf virus
1,1914576,train,Limnipivirus C
1,2560309,train,Avian metaavulavirus 10
1,2560320,train,Avian orthoavulavirus 12
1,574549,train,Bulbul coronavirus HKU11
1,28875,train,Rotavirus A
1,205908,train,Cypovirus 14
1,2499621,train,Lambdaarterivirus afriporav
1,46839,train,Colorado tick fever virus
1,3052229,train,Hepacivirus J
1,77763,train,Banna virus
1,181667,train,Lambdapapillomavirus 1
1,1985697,test,Sripur sripuvirus
1,1884878,train,Psittaciform 2 orthobornavirus
1,3052622,train,Pestivirus D
1,202910,train,Bubaline alphaherpesvirus 1
1,38170,train,Avian orthoreovirus
1,77698,train,Fiji disease virus
1,2560293,test,Anativirus A
1,133704,train,Porcine circovirus 1
1,1987124,train,Hepatovirus C
1,129953,train,Bovine mastadenovirus A
1,1985693,train,Almpiwar sripuvirus
1,1965089,train,Coronavirus HKU15
1,12092,train,Hepatovirus A
1,1913643,train,Bat coronavirus CDPHE15
1,1985695,train,Niakha sripuvirus
1,1678143,test,Orthohepevirus A
1,3052236,train,Hepacivirus B
1,694000,train,Miniopterus bat coronavirus 1
1,74501,train,Bovine torovirus
1,1978541,test,Wuhan ledantevirus
1,1897731,train,Aichivirus D
1,1985982,train,Avisivirus B
1,1972586,train,Coastal Plains tibrovirus
1,40059,train,Palyam virus
1,394239,train,Koala retrovirus
1,11234,train,Measles morbillivirus
1,40062,train,Warrego virus
1,1755588,train,Sicinivirus A
1,3052765,train,Iranian wheat stripe tenuivirus
1,75888,train,Baboon orthoreovirus
1,11978,test,Feline calicivirus
1,1985694,train,Chaco sripuvirus
1,185954,train,Mal de Rio Cuarto virus
1,3052227,train,Hepacivirus D
1,145856,train,Human picobirnavirus
1,2170004,train,Megrivirus A
1,1972615,train,Joinjakaka hapavirus
1,1231903,train,Eilat virus
1,2003391,train,Harkavirus A
1,11786,train,Murine leukemia virus
1,694001,train,Miniopterus bat coronavirus HKU8
1,1972587,train,Kotonkan ephemerovirus
1,1821750,test,Cardiovirus B
1,1972589,train,Adelaide River ephemerovirus
1,12064,train,Enterovirus E
1,1914575,test,Limnipivirus B
1,2501965,train,Epsilonarterivirus safriver
1,1985702,train,Lettuce necrotic yellows cytorhabdovirus
1,311228,train,Mycoreovirus 1
1,1972567,train,Yug Bogdanovac vesiculovirus
1,1972686,train,Puerto Almendras almendravirus
1,40061,train,Wallal virus
1,3052611,train,Pegivirus B
1,1985703,train,Lettuce yellow mottle cytorhabdovirus
1,10353,train,Saimiriine alphaherpesvirus 1
1,1972592,train,Obodhiang ephemerovirus
1,2501948,train,Iotaarterivirus kibreg 1
1,3052228,train,Hepacivirus A
1,3052762,train,Rice grassy stunt tenuivirus
1,2083444,train,Aquareovirus E
1,1987013,test,Sweetwater Branch tibrovirus
1,348823,train,Maize Iranian mosaic nucleorhabdovirus
1,1659771,train,Sakobuvirus A
1,185782,train,Aquareovirus C
1,2499685,train,Betaarterivirus suid 2
1,1157337,train,Piscine orthoreovirus
1,2499680,train,Betaarterivirus suid 1
1,10565,train,Deltapapillomavirus 1
1,10995,train,Infectious bursal disease virus
1,11636,train,Reticuloendotheliosis virus
1,2499678,train,Gammaarterivirus lacdeh
1,1170234,train,Feline morbillivirus
1,3052607,test,Pegivirus D
1,1972617,train,La Joya hapavirus
1,1972594,train,Berrimah ephemerovirus
1,519497,train,Southern rice black-streaked dwarf virus
1,118027,train,Nelson Bay orthoreovirus
1,205895,train,Cypovirus 1
1,33708,train,Murid gammaherpesvirus 4
1,3052238,train,Hepacivirus I
1,1511781,train,Oscivirus A
1,1511783,train,Pasivirus A
1,312185,train,Erbovirus A
1,1755590,test,Kunsagivirus A
1,2560313,train,Avian metaavulavirus 2
1,3052226,train,Hepacivirus N
1,1972612,train,Flanders hapavirus
1,3052193,train,Rodent erythroparvovirus 1
1,28295,train,Porcine epidemic diarrhea virus
1,1239438,train,Avastrovirus 2
1,3052234,train,Hepacivirus M
1,1972624,train,Ord River hapavirus
1,2501969,train,Etaarterivirus ugarco 1
1,1972614,train,Hart Park hapavirus
1,3052619,train,Pestivirus A
1,279896,train,Maize mosaic nucleorhabdovirus
1,1094373,train,Drosophila melanogaster sigmavirus
1,2499622,train,Deltaarterivirus hemfev
1,1330066,test,Aquamavirus A
1,1658615,test,Deltaarterivirus pejah
1,2501999,train,Thetaarterivirus kafuba
1,2499932,train,Zetaarterivirus ugarco 1
1,2501964,train,Epsilonarterivirus hemcep
1,1972639,train,Alfalfa dwarf cytorhabdovirus
1,2501947,train,Iotaarterivirus debrazmo
1,1972619,train,Manitoba hapavirus
1,1972584,train,Tibrogargan tibrovirus
1,1972626,test,Wongabel hapavirus
1,1972625,train,Parry Creek hapavirus
1,3052604,train,Pegivirus E
1,1330524,train,Salivirus A
2,337042,train,Alphapapillomavirus 7
2,337049,train,Alphapapillomavirus 11
2,333766,train,Alphapapillomavirus 13
2,64288,train,Royal Farm virus
2,337041,train,Alphapapillomavirus 9
2,147712,test,Rhinovirus B
2,337050,train,Alphapapillomavirus 6
2,333754,train,Alphapapillomavirus 10
2,337044,train,Alphapapillomavirus 5
2,334207,train,Betapapillomavirus 3
2,333924,train,Betapapillomavirus 2
2,37124,train,Chikungunya virus
2,249583,train,Irkut lyssavirus
2,333757,test,Alphapapillomavirus 8
2,64291,train,Israel turkey meningoencephalomyelitis virus
2,59302,train,Ndumu virus
2,1072176,train,Bokeloh bat lyssavirus
2,90961,train,Australian bat lyssavirus
2,237716,train,Khujand lyssavirus
2,44025,train,Koutango virus
2,11292,train,Rabies lyssavirus
2,334204,train,Mupapillomavirus 2
2,64297,train,Uganda S virus
2,337051,train,Betapapillomavirus 1
2,931244,train,Alphapapillomavirus 14
2,59301,train,Mayaro virus
2,38766,test,Lagos bat lyssavirus
2,12538,train,Mokola lyssavirus
2,64319,train,Yaounde virus
2,186541,train,Tai Forest ebolavirus
2,44158,train,Aura virus
2,59563,train,Ilheus virus
2,334208,train,Betapapillomavirus 4
2,11084,train,Tick-borne encephalitis virus
2,211977,train,Aravan lyssavirus
2,334209,test,Betapapillomavirus 5
2,3052426,train,Nyando orthobunyavirus
2,48544,train,Fort Morgan virus
2,64320,test,Zika virus
2,11072,train,Japanese encephalitis virus
2,337043,train,Alphapapillomavirus 4
2,3052637,train,Bujaru phlebovirus
2,57483,train,European bat 2 lyssavirus
2,333926,train,Gammapapillomavirus 1
2,337039,train,Alphapapillomavirus 2
2,130310,train,Human mastadenovirus D
2,337048,train,Alphapapillomavirus 1
2,40004,train,Tyuleniy virus
2,64283,train,Entebbe bat virus
2,59300,train,Getah virus
2,333767,test,Alphapapillomavirus 3
2,12542,train,Omsk hemorrhagic fever virus
2,2083199,train,Mosso das Pedras virus
2,11080,train,Saint Louis encephalitis virus
2,3052386,train,Capim orthobunyavirus
2,64303,train,Aroa virus
2,11036,train,Venezuelan equine encephalitis virus
2,11029,train,Ross River virus
2,11079,train,Murray Valley encephalitis virus
2,186540,train,Sudan ebolavirus
2,565995,train,Bundibugyo ebolavirus
2,44026,train,Sepik virus
2,333930,train,Gammapapillomavirus 4
2,2169701,test,Onyong-nyong virus
2,3052441,train,Simbu orthobunyavirus
2,59305,test,Bebaru virus
2,129954,train,Equine mastadenovirus A
2,11246,train,Bovine orthopneumovirus
2,60876,train,Pixuna virus
2,186538,train,Zaire ebolavirus
2,64293,train,Tembusu virus
2,1330521,train,Enterovirus J
2,3052440,train,Shuni orthobunyavirus
2,11023,train,Middelburg virus
2,130308,test,Human mastadenovirus E
2,57482,train,European bat 1 lyssavirus
2,64280,train,Apoi virus
2,1159195,train,Southern elephant seal virus
2,38767,train,Duvenhage lyssavirus
2,3052304,train,Cupixi mammarenavirus
2,11033,train,Semliki Forest virus
2,64307,test,Gadgets Gully virus
2,11024,train,Highlands J virus
2,138950,test,Enterovirus C
2,332097,train,Rio Negro virus
2,11086,train,Louping ill virus
2,1239570,test,Mamastrovirus 6
2,463676,train,Rhinovirus C
2,2083198,train,Everglades virus
2,3052148,train,Lloviu cuevavirus
2,194440,train,Primate T-lymphotropic virus 1
2,3051976,test,Tellina virus
2,333929,test,Gammapapillomavirus 3
2,64309,train,Jugra virus
2,33743,train,Kyasanur Forest disease virus
2,1440170,train,Madariaga virus
2,11263,train,Murine orthopneumovirus
2,186539,test,Reston ebolavirus
2,129951,train,Human mastadenovirus C
2,11676,test,Human immunodeficiency virus 1
2,11983,train,Norwalk virus
2,334203,train,Mupapillomavirus 1
2,11083,train,Powassan virus
2,64290,train,Bagaza virus
2,1972565,train,Morreton vesiculovirus
2,11085,test,Langat virus
2,64305,test,Cacipacore virus
2,1933185,train,Frijoles phlebovirus
2,11082,train,West Nile virus
2,3052456,train,Wyeomyia orthobunyavirus
2,3052317,train,Machupo mammarenavirus
2,45455,train,Macacine gammaherpesvirus 4
2,3052389,train,Catu orthobunyavirus
2,3052320,train,Mopeia mammarenavirus
2,1933263,train,Bimiti orthobunyavirus
2,3052387,train,Caraparu orthobunyavirus
2,64311,train,Kedougou virus
2,3052679,train,Salehabad phlebovirus
2,35246,train,Cercopithecine alphaherpesvirus 9
2,60879,train,Cabassou virus
2,122291,train,Kappapapillomavirus 1
2,2003652,train,Cosavirus F
2,60877,train,Tonate virus
2,11320,test,Influenza A virus
2,11660,train,Caprine arthritis encephalitis virus
2,1678147,train,Piscihepevirus A
2,64294,train,Yokose virus
2,11002,test,Infectious pancreatic necrosis virus
2,10298,train,Human alphaherpesvirus 1
2,3052384,train,Bwamba orthobunyavirus
2,1972573,train,Isfahan vesiculovirus
2,249584,train,West Caucasian bat lyssavirus
2,3052429,train,Oropouche orthobunyavirus
2,84589,train,Salmon pancreas disease virus
2,1891762,train,Human polyomavirus 1
2,1239565,train,Mamastrovirus 1
2,164416,train,Wesselsbron virus
2,1330491,train,Cosavirus A
2,64310,train,Kadam virus
2,11520,train,Influenza B virus
2,3052045,train,Ungulate bocaparvovirus 1
2,3052608,train,Pegivirus C
2,37296,train,Human gammaherpesvirus 8
2,11250,train,Human orthopneumovirus
2,333928,train,Gammapapillomavirus 2
2,3052561,train,Simian orthorubulavirus
2,3052640,train,Candiru phlebovirus
2,3052308,train,Ippy mammarenavirus
2,183405,train,Rotavirus F
2,310907,train,Enterovirus H
2,2748958,train,Huaiyangshan banyangvirus
2,70796,train,Tremovirus A
2,333931,train,Gammapapillomavirus 5
2,1933178,train,Akabane orthobunyavirus
2,11709,train,Human immunodeficiency virus 2
2,1933189,test,Sandfly fever Naples phlebovirus
2,64296,train,Edge Hill virus
2,746543,train,Shimoni bat lyssavirus
2,2169991,train,Argentinian mammarenavirus
2,138949,train,Enterovirus B
2,3051624,train,Carnivore amdoparvovirus 1
2,138951,train,Enterovirus D
2,1972588,train,Klamath tupavirus
2,3052684,train,Punta Toro phlebovirus
2,1239567,test,Mamastrovirus 3
2,686984,train,Sapelovirus A
2,39720,train,Walleye dermal sarcoma virus
2,3052396,train,Guama orthobunyavirus
2,183407,test,Rotavirus G
2,1972575,train,Piry vesiculovirus
2,3052613,train,Pegivirus I
2,28871,train,Taterapox virus
2,1933180,test,Anopheles A orthobunyavirus
2,3052390,train,California encephalitis orthobunyavirus
2,10359,train,Human betaherpesvirus 5
2,11034,test,Sindbis virus
2,1972579,train,Alagoas vesiculovirus
2,129875,test,Human mastadenovirus A
2,3052493,train,Puumala orthohantavirus
2,2025079,train,Torchivirus A
2,1891754,test,Bos taurus polyomavirus 1
2,3052374,train,Bertioga orthobunyavirus
2,1167696,train,Ikoma lyssavirus
2,11569,train,Thogoto thogotovirus
2,3052600,train,Sosuga pararubulavirus
2,162145,train,Human metapneumovirus
2,11021,train,Eastern equine encephalitis virus
2,3052372,train,Batama orthobunyavirus
2,3052727,train,Rotterdam reptarenavirus
2,129952,train,Bovine mastadenovirus C
2,11089,test,Yellow fever virus
2,3052538,train,Tamdy orthonairovirus
2,1803956,train,Parechovirus A
2,3052328,train,Tacaribe mammarenavirus
2,405554,train,White bream virus
2,2560315,test,Avian metaavulavirus 5
2,64292,train,Ntaya virus
2,3052449,train,Thimiri orthobunyavirus
2,38525,test,Avian metapneumovirus
2,59304,train,Una virus
2,11240,train,Phocine morbillivirus
2,1980456,train,Andes orthohantavirus
2,3052413,train,Madrid orthobunyavirus
2,3052231,train,Hepacivirus K
2,1891729,train,Mesocricetus auratus polyomavirus 1
2,2003650,test,Cosavirus D
2,2170203,train,Western chimpanzee simian foamy virus
2,3052479,train,Fusong orthohantavirus
2,694003,train,Betacoronavirus 1
2,11241,train,Rinderpest morbillivirus
2,11552,train,Influenza C virus
2,188763,test,Panine betaherpesvirus 2
2,10570,train,Alphapapillomavirus 12
2,129726,train,Pseudocowpox virus
2,1933191,train,Uukuniemi phlebovirus
2,10376,train,Human gammaherpesvirus 4
2,3052395,train,Guajara orthobunyavirus
2,11020,train,Barmah Forest virus
2,10258,train,Orf virus
2,3052534,train,Sakhalin orthonairovirus
2,3052676,train,Rift Valley fever phlebovirus
2,240426,train,Squirrelpox virus
2,154334,train,Macacine gammaherpesvirus 5
2,3052338,train,Quezon mobatvirus
2,11901,test,Bovine leukemia virus
2,129728,train,Parapoxvirus of red deer in New Zealand
2,3052485,train,Maporal orthohantavirus
2,3052408,test,Koongol orthobunyavirus
2,50292,train,Cercopithecine betaherpesvirus 5
2,44024,test,Kokobera virus
2,1300113,train,Anguillid perhabdovirus
2,147711,train,Rhinovirus A
2,3052470,train,Bayou orthohantavirus
2,11039,test,Western equine encephalitis virus
2,1891763,train,Human polyomavirus 2
2,3052393,train,Gamboa orthobunyavirus
2,1987125,train,Hepatovirus D
2,3052222,train,Ghanaian bat henipavirus
2,1511892,test,Adeno-associated dependoparvovirus B
2,693997,train,Alphacoronavirus 1
2,2170199,train,Rhesus macaque simian foamy virus
2,334212,train,Pipapillomavirus 1
2,3052499,train,Sin Nombre orthohantavirus
2,290028,train,Human coronavirus HKU1
2,3052418,train,Marituba orthobunyavirus
2,3052428,train,Oriboca orthobunyavirus
2,1239439,test,Avastrovirus 3
2,3052562,train,Porcine orthorubulavirus
2,1239572,train,Mamastrovirus 8
2,38837,train,Banzi virus
2,35612,train,Vesicular exanthema of swine virus
2,1002360,train,Drosophila immigrans sigmavirus
2,2003651,test,Cosavirus E
2,64284,train,Saboya virus
2,3052404,train,Kaeng Khoi orthobunyavirus
2,48543,train,Whataroa virus
2,12730,train,Human respirovirus 1
2,10255,test,Variola virus
2,12637,train,Dengue virus
2,10397,train,Tupaiid betaherpesvirus 1
2,12643,train,Ectromelia virus
2,109270,train,Equine foamy virus
2,306276,test,Yunnan orbivirus
2,2170196,test,Grivet simian foamy virus
2,3052501,train,Thailand orthohantavirus
2,10561,train,Xipapillomavirus 1
2,3052311,train,Latino mammarenavirus
2,3052616,train,Pestivirus E
2,1239569,train,Mamastrovirus 5
2,1821751,train,Cardiovirus C
2,36370,train,Jembrana disease virus
2,1986118,test,Ball python nidovirus 1
2,3052319,train,Merino Walk mammarenavirus
2,3052381,train,Bunyamwera orthobunyavirus
2,1985691,train,Rochambeau curiovirus
2,1330520,train,Enterovirus F
2,11723,train,Simian immunodeficiency virus
2,3052707,train,Carnivore protoparvovirus 1
2,3052593,test,Avian paraavulavirus 4
2,3052723,train,Golden reptarenavirus
2,3052444,train,Tacaiuma orthobunyavirus
2,3052498,train,Seoul orthohantavirus
2,3052518,train,Crimean-Congo hemorrhagic fever orthonairovirus
2,3052724,train,California reptarenavirus
2,11318,test,Dhori thogotovirus
2,1980918,train,Snakehead novirhabdovirus
2,1972568,train,Jurona vesiculovirus
2,194443,train,Primate T-lymphotropic virus 3
2,333919,train,Zetapapillomavirus 1
2,3241440,train,Porcine mastadenovirus C
2,28873,test,Camelpox virus
2,1985689,train,Iriri curiovirus
2,3052313,train,Loei River mammarenavirus
2,3052416,train,Manzanilla orthobunyavirus
2,1965093,train,Hedgehog coronavirus 1
2,3052601,train,Teviot pararubulavirus
2,104580,train,Kadipiro virus
2,3052397,train,Guaroa orthobunyavirus
2,35279,test,Meaban virus
2,3052717,train,Rodent protoparvovirus 1
2,11856,test,Squirrel monkey retrovirus
2,64312,train,Montana myotis leukoencephalitis virus
2,3052483,train,Khabarovsk orthohantavirus
2,694007,test,Tylonycteris bat coronavirus HKU4
2,3052431,train,Patois orthobunyavirus
2,1511891,test,Adeno-associated dependoparvovirus A
2,64299,test,Jutiapa virus
2,3052729,train,Bovine respirovirus 3
2,1891767,train,Macaca mulatta polyomavirus 1
2,3052305,train,Flexal mammarenavirus
2,3241441,train,Porcine mastadenovirus A
2,138184,train,Alcelaphine gammaherpesvirus 2
2,11757,train,Mouse mammary tumor virus
2,64295,train,Bouboui virus
2,3052342,train,Canine morbillivirus
2,40051,train,Bluetongue virus
2,106966,test,Enterovirus G
2,3052505,train,Marburg marburgvirus
2,3052476,train,Cano Delgadito orthohantavirus
2,47418,test,Phocid alphaherpesvirus 1
2,1987128,train,Hepatovirus G
2,201490,train,Equine encephalosis virus
2,10310,train,Human alphaherpesvirus 2
2,3052510,train,Hughes orthonairovirus
2,106331,train,Callitrichine gammaherpesvirus 3
2,1821749,train,Cardiovirus A
2,3052401,train,Kairi orthobunyavirus
2,3052296,train,Serra do Navio mammarenavirus
2,3052471,train,Bowe orthohantavirus
2,60875,train,Mucambo virus
2,12804,train,Puma lentivirus
2,1978537,train,Kern Canyon ledantevirus
2,3052315,train,Luna mammarenavirus
2,1159902,train,Common moorhen coronavirus HKU21
2,35258,train,Lambdapapillomavirus 2
2,2560317,train,Avian metaavulavirus 7
2,1159904,train,Night heron coronavirus HKU19
2,10398,train,Ovine gammaherpesvirus 2
2,129727,train,Bovine papular stomatitis virus
2,3052302,train,Chapare mammarenavirus
2,1978536,train,Nishimuro ledantevirus
2,1972580,train,Tupaia tupavirus
2,3052303,train,Lymphocytic choriomeningitis mammarenavirus
2,194441,train,Primate T-lymphotropic virus 2
2,10407,train,Hepatitis B virus
2,1987127,train,Hepatovirus F
2,3052329,train,Tamiami mammarenavirus
2,2003649,train,Cosavirus B
2,11855,train,Mason-Pfizer monkey virus
2,3052631,train,Phasi Charoen-like phasivirus
2,10381,train,Saimiriine gammaherpesvirus 2
2,1548713,test,Psittaciform 1 orthobornavirus
2,3052324,train,Pirital mammarenavirus
2,11976,train,Rabbit hemorrhagic disease virus
2,59380,train,Rice yellow stunt nucleorhabdovirus
2,11970,train,Woolly monkey sarcoma virus
2,82676,test,Omikronpapillomavirus 1
2,28304,train,Murid betaherpesvirus 2
2,1256869,train,Perch perhabdovirus
