iteration,taxid,set,latestsppname,LatestSppName
1,37296,train,Human gammaherpesvirus 8,Human gammaherpesvirus 8
1,11676,train,Human immunodeficiency virus 1,Human immunodeficiency virus 1
1,11709,train,Human immunodeficiency virus 2,Human immunodeficiency virus 2
1,129875,train,Human mastadenovirus A,Human mastadenovirus A
1,108098,train,Human mastadenovirus B,Human mastadenovirus B
1,129951,train,Human mastadenovirus C,Human mastadenovirus C
1,130310,train,Human mastadenovirus D,Human mastadenovirus D
1,130308,train,Human mastadenovirus E,Human mastadenovirus E
1,130309,train,Human mastadenovirus F,Human mastadenovirus F
1,162145,train,Human metapneumovirus,Human metapneumovirus
1,11250,train,Human orthopneumovirus,Human orthopneumovirus
1,2560525,train,Human orthorubulavirus 2,Human orthorubulavirus 2
1,2560526,train,Human orthorubulavirus 4,Human orthorubulavirus 4
1,145856,train,Human picobirnavirus,Human picobirnavirus
1,1891762,train,Human polyomavirus 1,Human polyomavirus 1
1,1891763,train,Human polyomavirus 2,Human polyomavirus 2
1,12730,train,Human respirovirus 1,Human respirovirus 1
1,11216,train,Human respirovirus 3,Human respirovirus 3
1,1431460,train,Hunnivirus A,Hunnivirus A
1,1167696,train,Ikoma lyssavirus,Ikoma lyssavirus
1,59563,train,Ilheus virus,Ilheus virus
1,3052788,train,Imjin thottimvirus,Imjin thottimvirus
1,1972577,train,Indiana vesiculovirus,Indiana vesiculovirus
1,10995,train,Infectious bursal disease virus,Infectious bursal disease virus
1,11320,train,Influenza A virus,Influenza A virus
1,11520,train,Influenza B virus,Influenza B virus
1,11552,train,Influenza C virus,Influenza C virus
1,1511084,train,Influenza D virus,Influenza D virus
1,3052748,train,Insect shangavirus,Insect shangavirus
1,2501947,train,Iotaarterivirus debrazmo,Iotaarterivirus debrazmo
1,2501948,train,Iotaarterivirus kibreg 1,Iotaarterivirus kibreg 1
1,10567,train,Iotapapillomavirus 1,Iotapapillomavirus 1
1,3052308,train,Ippy mammarenavirus,Ippy mammarenavirus
1,3052765,train,Iranian wheat stripe tenuivirus,Iranian wheat stripe tenuivirus
1,1985689,train,Iriri curiovirus,Iriri curiovirus
1,249583,train,Irkut lyssavirus,Irkut lyssavirus
1,1972573,train,Isfahan vesiculovirus,Isfahan vesiculovirus
1,64291,train,Israel turkey meningoencephalomyelitis virus,Israel turkey meningoencephalomyelitis virus
1,1985690,train,Itacaiunas curiovirus,Itacaiunas curiovirus
1,11746,train,Jaagsiekte sheep retrovirus,Jaagsiekte sheep retrovirus
1,11072,train,Japanese encephalitis virus,Japanese encephalitis virus
1,3052481,train,Jeju orthohantavirus,Jeju orthohantavirus
1,36370,train,Jembrana disease virus,Jembrana disease virus
1,1972615,train,Joinjakaka hapavirus,Joinjakaka hapavirus
1,3052269,train,Jonchet jonvirus,Jonchet jonvirus
1,64309,train,Jugra virus,Jugra virus
1,1972568,train,Jurona vesiculovirus,Jurona vesiculovirus
1,64299,train,Jutiapa virus,Jutiapa virus
1,104580,train,Kadipiro virus,Kadipiro virus
1,3052404,train,Kaeng Khoi orthobunyavirus,Kaeng Khoi orthobunyavirus
1,3052401,train,Kairi orthobunyavirus,Kairi orthobunyavirus
1,2499677,train,Kappaarterivirus wobum,Kappaarterivirus wobum
1,3052523,train,Kasokero orthonairovirus,Kasokero orthonairovirus
1,64311,train,Kedougou virus,Kedougou virus
1,3052482,train,Kenkeme orthohantavirus,Kenkeme orthohantavirus
1,1978537,train,Kern Canyon ledantevirus,Kern Canyon ledantevirus
1,3052524,train,Keterah orthonairovirus,Keterah orthonairovirus
1,1978538,train,Keuraliba ledantevirus,Keuraliba ledantevirus
1,3052483,train,Khabarovsk orthohantavirus,Khabarovsk orthohantavirus
1,237716,train,Khujand lyssavirus,Khujand lyssavirus
1,3052242,train,Kibale herbevirus,Kibale herbevirus
1,1972588,train,Klamath tupavirus,Klamath tupavirus
1,394239,train,Koala retrovirus,Koala retrovirus
1,44024,train,Kokobera virus,Kokobera virus
1,1972596,train,Koolpinyah ephemerovirus,Koolpinyah ephemerovirus
1,1972587,train,Kotonkan ephemerovirus,Kotonkan ephemerovirus
1,33743,train,Kyasanur Forest disease virus,Kyasanur Forest disease virus
1,1972617,train,La Joya hapavirus,La Joya hapavirus
1,38766,train,Lagos bat lyssavirus,Lagos bat lyssavirus
1,2499621,train,Lambdaarterivirus afriporav,Lambdaarterivirus afriporav
1,181667,train,Lambdapapillomavirus 1,Lambdapapillomavirus 1
1,35258,train,Lambdapapillomavirus 2,Lambdapapillomavirus 2
1,1972618,train,Landjia hapavirus,Landjia hapavirus
1,11085,train,Langat virus,Langat virus
1,3052311,train,Latino mammarenavirus,Latino mammarenavirus
1,40057,train,Lebombo virus,Lebombo virus
1,1985702,train,Lettuce necrotic yellows cytorhabdovirus,Lettuce necrotic yellows cytorhabdovirus
1,1985703,train,Lettuce yellow mottle cytorhabdovirus,Lettuce yellow mottle cytorhabdovirus
1,246280,train,Liao ning virus,Liao ning virus
1,1914576,train,Limnipivirus C,Limnipivirus C
1,3052148,train,Lloviu cuevavirus,Lloviu cuevavirus
1,3052313,train,Loei River mammarenavirus,Loei River mammarenavirus
1,3052314,train,Lujo mammarenavirus,Lujo mammarenavirus
1,59509,train,Lumpy skin disease virus,Lumpy skin disease virus
1,3052315,train,Luna mammarenavirus,Luna mammarenavirus
1,3052316,train,Lunk mammarenavirus,Lunk mammarenavirus
1,3052484,train,Luxi orthohantavirus,Luxi orthohantavirus
1,3052303,train,Lymphocytic choriomeningitis mammarenavirus,Lymphocytic choriomeningitis mammarenavirus
1,1891767,train,Macaca mulatta polyomavirus 1,Macaca mulatta polyomavirus 1
1,10325,train,Macacine alphaherpesvirus 1,Macacine alphaherpesvirus 1
1,47929,train,Macacine betaherpesvirus 3,Macacine betaherpesvirus 3
1,154334,train,Macacine gammaherpesvirus 5,Macacine gammaherpesvirus 5
1,3052317,train,Machupo mammarenavirus,Machupo mammarenavirus
1,137443,train,Macropodid alphaherpesvirus 1,Macropodid alphaherpesvirus 1
1,1440170,train,Madariaga virus,Madariaga virus
1,3052413,train,Madrid orthobunyavirus,Madrid orthobunyavirus
1,3052405,train,Main Drain orthobunyavirus,Main Drain orthobunyavirus
1,348823,train,Maize Iranian mosaic nucleorhabdovirus,Maize Iranian mosaic nucleorhabdovirus
1,209854,train,Maize fine streak nucleorhabdovirus,Maize fine streak nucleorhabdovirus
1,279896,train,Maize mosaic nucleorhabdovirus,Maize mosaic nucleorhabdovirus
1,10989,train,Maize rough dwarf virus,Maize rough dwarf virus
1,3052767,train,Maize stripe tenuivirus,Maize stripe tenuivirus
1,185954,train,Mal de Rio Cuarto virus,Mal de Rio Cuarto virus
1,1239565,train,Mamastrovirus 1,Mamastrovirus 1
1,1239577,train,Mamastrovirus 13,Mamastrovirus 13
1,1239569,train,Mamastrovirus 5,Mamastrovirus 5
1,1239570,train,Mamastrovirus 6,Mamastrovirus 6
1,1239572,train,Mamastrovirus 8,Mamastrovirus 8
1,1897087,train,Mammalian 2 orthobornavirus,Mammalian 2 orthobornavirus
1,1972619,train,Manitoba hapavirus,Manitoba hapavirus
1,3052416,train,Manzanilla orthobunyavirus,Manzanilla orthobunyavirus
1,3052485,train,Maporal orthohantavirus,Maporal orthohantavirus
1,3052505,train,Marburg marburgvirus,Marburg marburgvirus
1,1972620,train,Marco hapavirus,Marco hapavirus
1,3052418,train,Marituba orthobunyavirus,Marituba orthobunyavirus
1,11855,train,Mason-Pfizer monkey virus,Mason-Pfizer monkey virus
1,35279,train,Meaban virus,Meaban virus
1,11234,train,Measles morbillivirus,Measles morbillivirus
1,2170004,train,Megrivirus A,Megrivirus A
1,3052599,train,Menangle pararubulavirus,Menangle pararubulavirus
1,3052319,train,Merino Walk mammarenavirus,Merino Walk mammarenavirus
1,1891729,train,Mesocricetus auratus polyomavirus 1,Mesocricetus auratus polyomavirus 1
1,338781,train,Micromonas pusilla reovirus,Micromonas pusilla reovirus
1,1335626,train,Middle East respiratory syndrome-related coronavirus,Middle East respiratory syndrome-related coronavirus
1,694000,train,Miniopterus bat coronavirus 1,Miniopterus bat coronavirus 1
1,694001,train,Miniopterus bat coronavirus HKU8,Miniopterus bat coronavirus HKU8
1,1913642,train,Mink coronavirus 1,Mink coronavirus 1
1,3052325,train,Mobala mammarenavirus,Mobala mammarenavirus
1,64300,train,Modoc virus,Modoc virus
1,3052224,train,Mojiang henipavirus,Mojiang henipavirus
1,12538,train,Mokola lyssavirus,Mokola lyssavirus
1,10279,train,Molluscum contagiosum virus,Molluscum contagiosum virus
1,11809,train,Moloney murine sarcoma virus,Moloney murine sarcoma virus
1,10244,train,Monkeypox virus,Monkeypox virus
1,64312,train,Montana myotis leukoencephalitis virus,Montana myotis leukoencephalitis virus
1,3052486,train,Montano orthohantavirus,Montano orthohantavirus
1,3052320,train,Mopeia mammarenavirus,Mopeia mammarenavirus
1,1972565,train,Morreton vesiculovirus,Morreton vesiculovirus
1,1972621,train,Mosqueiro hapavirus,Mosqueiro hapavirus
1,2083199,train,Mosso das Pedras virus,Mosso das Pedras virus
1,1978542,train,Mount Elgon bat ledantevirus,Mount Elgon bat ledantevirus
1,11757,train,Mouse mammary tumor virus,Mouse mammary tumor virus
1,698672,train,Moussa virus,Moussa virus
1,60875,train,Mucambo virus,Mucambo virus
1,2560602,train,Mumps orthorubulavirus,Mumps orthorubulavirus
1,1297661,train,Munia coronavirus HKU13,Munia coronavirus HKU13
1,334203,train,Mupapillomavirus 1,Mupapillomavirus 1
1,334204,train,Mupapillomavirus 2,Mupapillomavirus 2
1,10366,train,Murid betaherpesvirus 1,Murid betaherpesvirus 1
1,33708,train,Murid gammaherpesvirus 4,Murid gammaherpesvirus 4
1,11786,train,Murine leukemia virus,Murine leukemia virus
1,129956,train,Murine mastadenovirus A,Murine mastadenovirus A
1,1146873,train,Murine mastadenovirus B,Murine mastadenovirus B
1,11263,train,Murine orthopneumovirus,Murine orthopneumovirus
1,3052731,train,Murine respirovirus,Murine respirovirus
1,11079,train,Murray Valley encephalitis virus,Murray Valley encephalitis virus
1,1891770,train,Mus musculus polyomavirus 2,Mus musculus polyomavirus 2
1,311228,train,Mycoreovirus 1,Mycoreovirus 1
1,311229,train,Mycoreovirus 3,Mycoreovirus 3
1,10273,train,Myxoma virus,Myxoma virus
1,3052529,train,Nairobi sheep disease orthonairovirus,Nairobi sheep disease orthonairovirus
1,59302,train,Ndumu virus,Ndumu virus
1,118027,train,Nelson Bay orthoreovirus,Nelson Bay orthoreovirus
1,1972578,train,New Jersey vesiculovirus,New Jersey vesiculovirus
1,2170030,train,Newbury 1 virus,Newbury 1 virus
1,1972623,train,Ngaingan hapavirus,Ngaingan hapavirus
1,1985695,train,Niakha sripuvirus,Niakha sripuvirus
1,1159904,train,Night heron coronavirus HKU19,Night heron coronavirus HKU19
1,33724,train,Nilaparvata lugens reovirus,Nilaparvata lugens reovirus
1,3052225,train,Nipah henipavirus,Nipah henipavirus
1,1985704,train,Northern cereal mosaic cytorhabdovirus,Northern cereal mosaic cytorhabdovirus
1,3052337,train,Nova mobatvirus,Nova mobatvirus
1,64292,train,Ntaya virus,Ntaya virus
1,334205,train,Nupapillomavirus 1,Nupapillomavirus 1
1,1972592,train,Obodhiang ephemerovirus,Obodhiang ephemerovirus
1,1978544,train,Oita ledantevirus,Oita ledantevirus
1,3052321,train,Okahandja mammarenavirus,Okahandja mammarenavirus
1,3052322,train,Oliveros mammarenavirus,Oliveros mammarenavirus
1,82676,train,Omikronpapillomavirus 1,Omikronpapillomavirus 1
1,12542,train,Omsk hemorrhagic fever virus,Omsk hemorrhagic fever virus
1,2169701,train,Onyong-nyong virus,Onyong-nyong virus
1,152177,train,Orchid fleck dichorhavirus,Orchid fleck dichorhavirus
1,1972624,train,Ord River hapavirus,Ord River hapavirus
1,10258,train,Orf virus,Orf virus
1,3052428,train,Oriboca orthobunyavirus,Oriboca orthobunyavirus
1,1678144,train,Orthohepevirus B,Orthohepevirus B
1,1678146,train,Orthohepevirus D,Orthohepevirus D
1,1511781,train,Oscivirus A,Oscivirus A
1,130327,train,Ovine atadenovirus D,Ovine atadenovirus D
1,10398,train,Ovine gammaherpesvirus 2,Ovine gammaherpesvirus 2
1,40059,train,Palyam virus,Palyam virus
1,188763,train,Panine betaherpesvirus 2,Panine betaherpesvirus 2
1,3052323,train,Paraguayan mammarenavirus,Paraguayan mammarenavirus
1,129728,train,Parapoxvirus of red deer in New Zealand,Parapoxvirus of red deer in New Zealand
1,1803957,train,Parechovirus B,Parechovirus B
1,2031165,train,Parechovirus C,Parechovirus C
1,2031166,train,Parechovirus D,Parechovirus D
1,1972625,train,Parry Creek hapavirus,Parry Creek hapavirus
1,1511783,train,Pasivirus A,Pasivirus A
1,1548720,train,Passeriform 1 orthobornavirus,Passeriform 1 orthobornavirus
1,1511803,train,Passerivirus A,Passerivirus A
1,3052431,train,Patois orthobunyavirus,Patois orthobunyavirus
1,3052610,train,Pegivirus A,Pegivirus A
1,3052611,train,Pegivirus B,Pegivirus B
1,3052608,train,Pegivirus C,Pegivirus C
1,3052604,train,Pegivirus E,Pegivirus E
1,3052605,train,Pegivirus F,Pegivirus F
1,3052612,train,Pegivirus G,Pegivirus G
1,3052606,train,Pegivirus H,Pegivirus H
1,3052613,train,Pegivirus I,Pegivirus I
1,3052609,train,Pegivirus J,Pegivirus J
1,1256869,train,Perch perhabdovirus,Perch perhabdovirus
1,1972569,train,Perinet vesiculovirus,Perinet vesiculovirus
1,356862,train,Peruvian horse sickness virus,Peruvian horse sickness virus
1,3052619,train,Pestivirus A,Pestivirus A
1,3052626,train,Pestivirus B,Pestivirus B
1,3052625,train,Pestivirus C,Pestivirus C
1,3052622,train,Pestivirus D,Pestivirus D
1,3052616,train,Pestivirus E,Pestivirus E
1,3052618,train,Pestivirus I,Pestivirus I
1,3052631,train,Phasi Charoen-like phasivirus,Phasi Charoen-like phasivirus
1,64894,train,Phnom Penh bat virus,Phnom Penh bat virus
1,11240,train,Phocine morbillivirus,Phocine morbillivirus
1,219584,train,Pike fry sprivivirus,Pike fry sprivivirus
1,334212,train,Pipapillomavirus 1,Pipapillomavirus 1
1,694008,train,Pipistrellus bat coronavirus HKU5,Pipistrellus bat coronavirus HKU5
1,3052324,train,Pirital mammarenavirus,Pirital mammarenavirus
1,1972575,train,Piry vesiculovirus,Piry vesiculovirus
1,1678147,train,Piscihepevirus A,Piscihepevirus A
1,1980916,train,Piscine novirhabdovirus,Piscine novirhabdovirus
1,1157337,train,Piscine orthoreovirus,Piscine orthoreovirus
1,60876,train,Pixuna virus,Pixuna virus
1,133704,train,Porcine circovirus 1,Porcine circovirus 1
1,85708,train,Porcine circovirus 2,Porcine circovirus 2
1,28295,train,Porcine epidemic diarrhea virus,Porcine epidemic diarrhea virus
1,3241441,train,Porcine mastadenovirus A,Porcine mastadenovirus A
1,3241440,train,Porcine mastadenovirus C,Porcine mastadenovirus C
1,3052562,train,Porcine orthorubulavirus,Porcine orthorubulavirus
1,3052733,train,Porcine respirovirus 1,Porcine respirovirus 1
1,237020,train,Porcine torovirus,Porcine torovirus
1,369960,train,Porcine type-C oncovirus,Porcine type-C oncovirus
1,1914568,train,Potamipivirus A,Potamipivirus A
1,194440,train,Primate T-lymphotropic virus 1,Primate T-lymphotropic virus 1
1,194441,train,Primate T-lymphotropic virus 2,Primate T-lymphotropic virus 2
1,194443,train,Primate T-lymphotropic virus 3,Primate T-lymphotropic virus 3
1,3052189,train,Primate erythroparvovirus 1,Primate erythroparvovirus 1
1,129726,train,Pseudocowpox virus,Pseudocowpox virus
1,1548713,train,Psittaciform 1 orthobornavirus,Psittaciform 1 orthobornavirus
1,1884878,train,Psittaciform 2 orthobornavirus,Psittaciform 2 orthobornavirus
1,1972686,train,Puerto Almendras almendravirus,Puerto Almendras almendravirus
1,12804,train,Puma lentivirus,Puma lentivirus
1,3052684,train,Punta Toro phlebovirus,Punta Toro phlebovirus
1,3052493,train,Puumala orthohantavirus,Puumala orthohantavirus
1,688436,train,Quaranfil quaranjavirus,Quaranfil quaranjavirus
1,3052338,train,Quezon mobatvirus,Quezon mobatvirus
1,10271,train,Rabbit fibroma virus,Rabbit fibroma virus
1,11976,train,Rabbit hemorrhagic disease virus,Rabbit hemorrhagic disease virus
1,104395,train,Rabbit picobirnavirus,Rabbit picobirnavirus
1,11292,train,Rabies lyssavirus,Rabies lyssavirus
1,1603962,train,Rabovirus A,Rabovirus A
1,10256,train,Raccoonpox virus,Raccoonpox virus
1,1972566,train,Radi vesiculovirus,Radi vesiculovirus
1,1884453,train,Reptile sunshinevirus 1,Reptile sunshinevirus 1
1,3052205,train,Reptilian ferlavirus,Reptilian ferlavirus
1,226613,train,Reptilian orthoreovirus,Reptilian orthoreovirus
1,186539,train,Reston ebolavirus,Reston ebolavirus
1,11636,train,Reticuloendotheliosis virus,Reticuloendotheliosis virus
1,693998,train,Rhinolophus bat coronavirus HKU2,Rhinolophus bat coronavirus HKU2
1,147711,train,Rhinovirus A,Rhinovirus A
1,463676,train,Rhinovirus C,Rhinovirus C
1,10990,train,Rice black streaked dwarf virus,Rice black streaked dwarf virus
1,10991,train,Rice dwarf virus,Rice dwarf virus
1,10986,train,Rice gall dwarf virus,Rice gall dwarf virus
1,3052762,train,Rice grassy stunt tenuivirus,Rice grassy stunt tenuivirus
1,3052764,train,Rice hoja blanca tenuivirus,Rice hoja blanca tenuivirus
1,42475,train,Rice ragged stunt virus,Rice ragged stunt virus
1,3052763,train,Rice stripe tenuivirus,Rice stripe tenuivirus
1,59380,train,Rice yellow stunt nucleorhabdovirus,Rice yellow stunt nucleorhabdovirus
1,3052676,train,Rift Valley fever phlebovirus,Rift Valley fever phlebovirus
1,11241,train,Rinderpest morbillivirus,Rinderpest morbillivirus
1,64285,train,Rio Bravo virus,Rio Bravo virus
1,1985691,train,Rochambeau curiovirus,Rochambeau curiovirus
1,3052495,train,Rockport orthohantavirus,Rockport orthohantavirus
1,3052193,train,Rodent erythroparvovirus 1,Rodent erythroparvovirus 1
1,3052717,train,Rodent protoparvovirus 1,Rodent protoparvovirus 1
1,3052718,train,Rodent protoparvovirus 2,Rodent protoparvovirus 2
1,1511805,train,Rosavirus A,Rosavirus A
1,11029,train,Ross River virus,Ross River virus
1,28875,train,Rotavirus A,Rotavirus A
1,28876,train,Rotavirus B,Rotavirus B
1,36427,train,Rotavirus C,Rotavirus C
1,335100,train,Rotavirus D,Rotavirus D
1,183405,train,Rotavirus F,Rotavirus F
1,1348384,train,Rotavirus H,Rotavirus H
1,1637496,train,Rotavirus I,Rotavirus I
1,3052727,train,Rotterdam reptarenavirus,Rotterdam reptarenavirus
1,694006,train,Rousettus bat coronavirus HKU9,Rousettus bat coronavirus HKU9
1,64288,train,Royal Farm virus,Royal Farm virus
1,11041,train,Rubella virus,Rubella virus
1,64284,train,Saboya virus,Saboya virus
1,10353,train,Saimiriine alphaherpesvirus 1,Saimiriine alphaherpesvirus 1
1,10381,train,Saimiriine gammaherpesvirus 2,Saimiriine gammaherpesvirus 2
1,11080,train,Saint Louis encephalitis virus,Saint Louis encephalitis virus
1,3052534,train,Sakhalin orthonairovirus,Sakhalin orthonairovirus
1,1659771,train,Sakobuvirus A,Sakobuvirus A
1,3052679,train,Salehabad phlebovirus,Salehabad phlebovirus
1,1330524,train,Salivirus A,Salivirus A
1,381543,train,Salmon aquaparamyxovirus,Salmon aquaparamyxovirus
1,55987,train,Salmon isavirus,Salmon isavirus
1,1980917,train,Salmonid novirhabdovirus,Salmonid novirhabdovirus
1,1933189,train,Sandfly fever Naples phlebovirus,Sandfly fever Naples phlebovirus
1,686984,train,Sapelovirus A,Sapelovirus A
1,686985,train,Sapelovirus B,Sapelovirus B
1,95342,train,Sapporo virus,Sapporo virus
1,3052437,train,Schmallenberg orthobunyavirus,Schmallenberg orthobunyavirus
1,693999,train,Scotophilus bat coronavirus 512,Scotophilus bat coronavirus 512
1,11033,train,Semliki Forest virus,Semliki Forest virus
1,1985696,train,Sena Madureira sripuvirus,Sena Madureira sripuvirus
1,3052498,train,Seoul orthohantavirus,Seoul orthohantavirus
1,44026,train,Sepik virus,Sepik virus
1,3052296,train,Serra do Navio mammarenavirus,Serra do Navio mammarenavirus
1,694009,train,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
1,10266,train,Sheeppox virus,Sheeppox virus
